$PSRFTXT,Version:GSW3.5.0_3.5.00.00-SDK-3EP2.01 *46
$GPRMC,155558.194,V,,,,,,,100812,,,N*42
$GPRMC,155559.194,V,,,,,,,100812,,,N*43
$GPRMC,155600.194,V,,,,,,,100812,,,N*4C
$GPRMC,155601.194,V,,,,,,,100812,,,N*4D
$GPRMC,155602.194,V,,,,,,,100812,,,N*4E
$GPRMC,155603.194,V,,,,,,,100812,,,N*4F
$GPRMC,155604.193,V,,,,,,,100812,,,N*4F
$GPRMC,155605.193,V,,,,,,,100812,,,N*4E
$GPRMC,155606.193,V,,,,,,,100812,,,N*4D
$GPRMC,155607.194,V,,,,,,,100812,,,N*4B
$GPRMC,155608.194,V,,,,,,,100812,,,N*44
$GPRMC,155609.194,V,,,,,,,100812,,,N*45
$GPRMC,155610.194,V,,,,,,,100812,,,N*4D
$GPRMC,155611.194,V,,,,,,,100812,,,N*4C
$GPRMC,155612.194,V,,,,,,,100812,,,N*4F
$GPRMC,155613.194,V,,,,,,,100812,,,N*4E
$GPRMC,155614.194,V,,,,,,,100812,,,N*49
$GPRMC,155615.194,V,,,,,,,100812,,,N*48
$GPRMC,155616.194,V,,,,,,,100812,,,N*4B
$GPRMC,155617.194,V,,,,,,,100812,,,N*4A
$GPRMC,155618.194,V,,,,,,,100812,,,N*45
$GPRMC,155619.194,V,,,,,,,100812,,,N*44
$GPRMC,155620.194,V,,,,,,,100812,,,N*4E
$GPRMC,155621.194,V,,,,,,,100812,,,N*4F
$GPRMC,155622.194,V,,,,,,,100812,,,N*4C
$GPRMC,155623.194,V,,,,,,,100812,,,N*4D
$GPRMC,155624.194,V,,,,,,,100812,,,N*4A
$GPRMC,155625.194,V,,,,,,,100812,,,N*4B
$GPRMC,155626.194,V,,,,,,,100812,,,N*48
$GPRMC,155627.194,V,,,,,,,100812,,,N*49
$GPRMC,155628.194,V,,,,,,,100812,,,N*46
$GPRMC,155629.194,V,,,,,,,100812,,,N*47
