$GPRMC,160359.000,A,3956.3458,N,11623.9442,E,2.16,125.12,100812,,,A*63
$GPRMC,160400.000,A,3956.3452,N,11623.9450,E,2.31,134.82,100812,,,A*6D
$GPRMC,160403.000,A,3956.3542,N,11623.9357,E,5.54,322.51,100812,,,A*61
$GPRMC,160404.000,A,3956.3561,N,11623.9334,E,5.93,327.45,100812,,,A*69
$GPRMC,160405.000,A,3956.3575,N,11623.9322,E,5.93,327.45,100812,,,E*6E
$GPRMC,160406.000,A,3956.3589,N,11623.9311,E,5.93,327.45,100812,,,E*6E
$GPRMC,160407.000,A,3956.3582,N,11623.9305,E,3.43,319.75,100812,,,A*60
$GPRMC,160408.000,A,3956.3589,N,11623.9297,E,3.43,319.75,100812,,,E*6A
$GPRMC,160409.000,A,3956.3597,N,11623.9289,E,3.43,319.75,100812,,,E*6B
$GPRMC,160410.000,A,3956.3604,N,11623.9281,E,3.43,319.75,100812,,,E*62
$GPRMC,160411.000,A,3956.3622,N,11623.9265,E,4.23,306.45,100812,,,A*65
$GPRMC,160412.000,A,3956.3635,N,11623.9258,E,3.93,301.39,100812,,,A*6E
$GPRMC,160413.000,A,3956.3635,N,11623.9251,E,3.14,300.92,100812,,,A*69
$GPRMC,160414.000,A,3956.3655,N,11623.9229,E,4.41,314.67,100812,,,A*6F
$GPRMC,160415.000,A,3956.3667,N,11623.9199,E,5.38,304.84,100812,,,A*64
$GPRMC,160416.000,A,3956.3678,N,11623.9169,E,6.22,305.96,100812,,,A*6C
$GPRMC,160417.000,A,3956.3696,N,11623.9150,E,6.46,311.92,100812,,,A*64
$GPRMC,160418.000,A,3956.3721,N,11623.9126,E,7.28,324.20,100812,,,A*61
$GPRMC,160422.000,A,3956.3830,N,11623.9034,E,9.15,330.60,100812,,,E*60
$GPRMC,160423.000,A,3956.3852,N,11623.9018,E,9.15,330.60,100812,,,E*6B
