$PSRFTXT,Version:GSW3.5.0_3.5.00.00-SDK-3EP2.01 *46
$GPRMC,155219.215,V,,,,,,,100812,,,N*4A
$GPRMC,155220.215,V,,,,,,,100812,,,N*40
$GPRMC,155221.215,V,,,,,,,100812,,,N*41
$GPRMC,155222.215,V,,,,,,,100812,,,N*42
$GPRMC,155223.215,A,3956.3263,N,11623.9425,E,0.00,,100812,,,A*7E
$GPRMC,155224.216,V,,,,,,,100812,,,N*47
$GPRMC,155225.216,A,3956.3114,N,11623.9413,E,4.20,160.82,100812,,,A*68
$GPRMC,155226.218,A,3956.3292,N,11623.9387,E,3.24,343.06,100812,,,A*6E
$GPRMC,155227.218,A,3956.3346,N,11623.9407,E,2.21,15.55,100812,,,A*5A
$GPRMC,155228.214,A,3956.3457,N,11623.9434,E,1.42,349.44,100812,,,A*62
$GPRMC,155229.214,V,3956.3443,N,11623.9394,E,,,100812,,,N*7A
$GPRMC,155230.214,V,3956.3406,N,11623.9443,E,,,100812,,,N*7E
$GPRMC,155231.214,V,3956.3447,N,11623.9412,E,,,100812,,,N*7E
$GPRMC,155232.214,V,3956.3380,N,11623.9392,E,,,100812,,,N*7E
$GPRMC,155233.214,V,3956.3373,N,11623.9365,E,,,100812,,,N*7B
$GPRMC,155234.214,V,3956.3423,N,11623.9398,E,,,100812,,,N*7C
$GPRMC,155235.218,V,3956.3457,N,11623.9414,E,,,100812,,,N*71
$GPRMC,155236.214,V,3956.3415,N,11623.9385,E,,,100812,,,N*77
$GPRMC,155237.218,V,3956.3437,N,11623.9392,E,,,100812,,,N*7C
$GPRMC,155238.214,V,3956.3432,N,11623.9387,E,,,100812,,,N*7E
$GPRMC,155239.214,V,3956.3428,N,11623.9389,E,,,100812,,,N*7A
$GPRMC,155240.214,V,3956.3427,N,11623.9389,E,,,100812,,,N*7B
$GPRMC,155241.214,V,3956.3364,N,11623.9391,E,,,100812,,,N*73
$GPRMC,155242.214,V,3956.3438,N,11623.9380,E,,,100812,,,N*7E
$GPRMC,155243.214,V,3956.3312,N,11623.9346,E,,,100812,,,N*7A
$GPRMC,155244.215,V,3956.3412,N,11623.9335,E,,,100812,,,N*7F
$GPRMC,155245.215,V,3956.3368,N,11623.9350,E,,,100812,,,N*77
$GPRMC,155246.215,V,3956.3411,N,11623.9358,E,,,100812,,,N*75
$GPRMC,155247.215,V,3956.3455,N,11623.9343,E,,,100812,,,N*7E
$GPRMC,155248.215,V,3956.3438,N,11623.9347,E,,,100812,,,N*7E
$GPRMC,155249.215,V,3956.3297,N,11623.9335,E,,,100812,,,N*79
$GPRMC,155250.218,V,3956.3346,N,11623.9365,E,,,100812,,,N*74
$GPRMC,155251.215,V,3956.3371,N,11623.9371,E,,,100812,,,N*79
$GPRMC,155252.215,V,3956.3370,N,11623.9364,E,,,100812,,,N*7F
$GPRMC,155253.215,V,3956.3439,N,11623.9320,E,,,100812,,,N*74
$GPRMC,155254.215,V,3956.3376,N,11623.9333,E,,,100812,,,N*7D
$GPRMC,155255.218,V,3956.3364,N,11623.9342,E,,,100812,,,N*74
$GPRMC,155256.215,V,3956.3253,N,11623.9316,E,,,100812,,,N*7E
$GPRMC,155257.215,V,3956.3368,N,11623.9385,E,,,100812,,,N*7C
$GPRMC,155258.218,V,,,,,,,100812,,,N*42
$GPRMC,155259.215,V,3956.3430,N,11623.9448,E,,,100812,,,N*7E
$GPRMC,155300.214,V,3956.3375,N,11623.9498,E,,,100812,,,N*79
$GPRMC,155301.215,V,3956.3333,N,11623.9467,E,,,100812,,,N*7B
$GPRMC,155302.215,V,3956.3369,N,11623.9459,E,,,100812,,,N*7A
$GPRMC,155303.215,V,3956.3389,N,11623.9386,E,,,100812,,,N*70
$GPRMC,155304.215,V,3956.3383,N,11623.9332,E,,,100812,,,N*72
$GPRMC,155305.215,V,3956.3399,N,11623.9458,E,,,100812,,,N*73
$GPRMC,155306.215,V,3956.3485,N,11623.9500,E,,,100812,,,N*76
$GPRMC,155307.215,V,3956.3324,N,11623.9490,E,,,100812,,,N*73
$GPRMC,155308.215,V,3956.3351,N,11623.9483,E,,,100812,,,N*7C
$GPRMC,155309.215,V,3956.3408,N,11623.9402,E,,,100812,,,N*7F
$GPRMC,155310.215,V,3956.3310,N,11623.9343,E,,,100812,,,N*7B
$GPRMC,155311.215,V,3956.3367,N,11623.9402,E,,,100812,,,N*78
