'Lat','Long',
3956.3298,11623.937,228
3956.3292,11623.938,229
3956.329,11623.9392,229
3956.3291,11623.9404,229
3956.3292,11623.9417,229
3956.329,11623.9428,229
3956.3288,11623.9438,229
3956.3286,11623.9446,229
3956.3285,11623.9456,229
3956.328,11623.9467,229
3956.3269,11623.9473,228
3956.3259,11623.9478,228
3956.325,11623.948,228
3956.324,11623.9482,227
3956.3231,11623.9482,227
3956.3221,11623.9484,227
3956.3211,11623.9487,228
3956.3202,11623.949,228
3956.3193,11623.9494,229
3956.3183,11623.9499,229
3956.3173,11623.9504,228
3956.3166,11623.9512,228
3956.316,11623.9523,228
3956.3156,11623.9532,227
3956.3155,11623.9543,228
3956.3152,11623.9553,228
3956.3151,11623.9564,227
3956.3152,11623.9579,227
3956.3152,11623.9596,227
3956.3153,11623.9615,226
3956.3156,11623.9638,226
3956.3158,11623.9661,225
3956.3158,11623.9683,225
3956.3159,11623.9706,225
3956.3159,11623.9728,224
3956.3158,11623.9749,223
3956.3157,11623.9769,221
3956.3156,11623.979,220
3956.3155,11623.9811,220
3956.3153,11623.9831,220
3956.3153,11623.9854,220
3956.3149,11623.9873,219
3956.3142,11623.9889,220
3956.3129,11623.9898,220
3956.3113,11623.9902,221
3956.3099,11623.9906,220
3956.3083,11623.9909,219
3956.3066,11623.991,218
3956.305,11623.991,218
3956.3037,11623.9912,218
3956.3022,11623.9912,218
3956.3008,11623.9915,219
3956.2993,11623.9917,220
3956.2978,11623.9919,220
3956.2962,11623.9923,220
3956.2948,11623.9927,220
3956.2934,11623.9932,221
3956.2918,11623.9935,221
3956.2903,11623.9938,220
3956.2888,11623.9939,220
3956.2873,11623.9941,219
3956.2858,11623.9942,219
3956.2843,11623.9945,220
3956.2826,11623.995,220
3956.2808,11623.9954,221
3956.2789,11623.9951,222
3956.2772,11623.995,221
3956.2756,11623.995,219
3956.274,11623.9949,220
3956.2723,11623.9948,224
3956.2708,11623.9944,228
3956.2694,11623.9933,232
3956.2686,11623.9915,235
3956.2682,11623.9897,236
3956.2679,11623.9879,238
3956.2676,11623.9862,239
3956.2672,11623.9847,240
3956.2669,11623.9833,240
3956.2667,11623.9818,241
3956.2663,11623.9808,241
3956.2659,11623.9795,241
3956.2657,11623.9783,241
3956.2654,11623.9771,241
3956.2651,11623.9758,241
3956.265,11623.9743,240
3956.2653,11623.9724,240
3956.2661,11623.971,239
3956.2672,11623.97,239
3956.2683,11623.9694,238
3956.2694,11623.9687,237
3956.27,11623.9686,236
3956.2702,11623.9687,235
3956.2704,11623.9687,235
3956.2715,11623.9682,234
3956.2731,11623.9678,234
3956.2749,11623.9673,234
3956.2762,11623.9667,233
3956.2772,11623.9659,234
3956.2783,11623.9649,235
3956.279,11623.9643,235
3956.28,11623.9644,233
3956.2816,11623.9643,233
3956.2835,11623.9644,233
3956.2852,11623.9643,233
3956.2869,11623.964,232
3956.2886,11623.9639,232
3956.2902,11623.9637,232
3956.2915,11623.9635,233
3956.2927,11623.9626,234
3956.2934,11623.9615,234
3956.2941,11623.9602,235
3956.2948,11623.9589,235
3956.296,11623.9582,235
3956.2961,11623.9597,235
3956.297,11623.9623,235
3956.2979,11623.9642,234
3956.2986,11623.9657,234
3956.2991,11623.9672,235
3956.2998,11623.9697,236
3956.3002,11623.9722,237
3956.3011,11623.9737,237
3956.3014,11623.9748,237
3956.3014,11623.9757,237
3956.3014,11623.9763,238
3956.3022,11623.9764,238
3956.3035,11623.977,238
3956.3054,11623.9778,238
3956.307,11623.9793,238
3956.3086,11623.981,238
3956.3096,11623.9824,238
3956.3113,11623.9835,238
3956.3129,11623.9845,238
3956.3145,11623.9855,238
3956.3161,11623.9865,238
3956.3177,11623.9875,237
3956.3193,11623.9886,237
3956.3209,11623.9896,237
3956.3225,11623.9906,237
3956.3241,11623.9916,237
3956.3258,11623.9926,237
3956.3274,11623.9936,237
3956.329,11623.9947,236
3956.3306,11623.9957,236
3956.3322,11623.9967,236
3956.3072,11623.9783,217
3956.3095,11623.9834,217
3956.3081,11623.9833,217
3956.3077,11623.9795,217
3956.3077,11623.9792,216
3956.3072,11623.9812,216
3956.3075,11623.9814,216
3956.3072,11623.9815,216
3956.3068,11623.981,216
3956.3061,11623.9811,216
3956.306,11623.9808,216
3956.3065,11623.9804,216
3956.3073,11623.9797,216
3956.3073,11623.9797,216
3956.3076,11623.9782,216
3956.3078,11623.9769,216
3956.3073,11623.9759,215
3956.3069,11623.9752,216
3956.3064,11623.9749,216
3956.3057,11623.9745,216
3956.3054,11623.974,216
3956.3051,11623.9734,216
3956.3047,11623.9729,216
3956.3045,11623.9725,216
3956.3047,11623.9722,216
3956.305,11623.9721,216
3956.3055,11623.972,216
3956.3058,11623.9718,216
3956.3063,11623.9715,217
3956.3071,11623.9713,216
3956.308,11623.971,216
3956.3088,11623.9705,217
3956.3095,11623.9696,216
3956.3103,11623.9683,216
3956.3113,11623.9667,216
3956.3123,11623.9651,216
3956.3134,11623.9635,216
3956.3144,11623.9619,216
3956.3147,11623.9649,217
3956.3144,11623.9647,216
3956.3123,11623.9652,216
3956.3087,11623.9659,216
3956.3064,11623.9668,216
3956.3044,11623.9674,216
3956.3032,11623.9681,216
3956.3017,11623.9687,216
3956.3,11623.9688,216
3956.2986,11623.9685,216
3956.2976,11623.9687,216
3956.2968,11623.9687,216
3956.2961,11623.9685,216
3956.2952,11623.9685,216
3956.2944,11623.9682,216
3956.2935,11623.968,216
3956.2928,11623.9679,216
3956.292,11623.9679,216
3956.2912,11623.9678,216
3956.2905,11623.9678,216
3956.2898,11623.9679,216
3956.2891,11623.9678,216
3956.2887,11623.9681,216
3956.2885,11623.9683,216
3956.2884,11623.9684,216
3956.2874,11623.9682,216
3956.2863,11623.9678,216
3956.2854,11623.9672,216
3956.2849,11623.9669,215
3956.2847,11623.9667,215
3956.2842,11623.9671,214
3956.2837,11623.9673,215
3956.2832,11623.9677,215
3956.2826,11623.9678,215
3956.282,11623.9678,215
3956.2813,11623.968,215
3956.2806,11623.9684,215
3956.28,11623.9687,216
3956.2796,11623.9689,216
3956.2792,11623.9691,216
3956.2789,11623.9691,216
3956.2781,11623.9692,216
3956.277,11623.9695,216
3956.2762,11623.9698,216
3956.2759,11623.9702,216
3956.2753,11623.9707,216
3956.2748,11623.971,216
3956.2742,11623.971,216
3956.2735,11623.9708,216
3956.2727,11623.9707,216
3956.272,11623.9707,216
3956.2712,11623.9707,216
3956.2704,11623.9705,216
3956.2698,11623.9704,216
3956.2691,11623.9699,216
3956.2685,11623.9695,216
3956.268,11623.9691,216
3956.2677,11623.9687,216
3956.2674,11623.9682,216
3956.2672,11623.9675,216
3956.267,11623.9668,216
3956.2668,11623.9663,216
3956.2666,11623.9658,216
3956.2664,11623.9652,216
3956.2662,11623.9647,216
3956.266,11623.9643,216
3956.2659,11623.9638,216
3956.2658,11623.9633,216
3956.2657,11623.9627,216
3956.2656,11623.9621,216
3956.2656,11623.9614,216
3956.2655,11623.9608,216
3956.2655,11623.9603,216
3956.2654,11623.9597,216
3956.2655,11623.9591,216
3956.2654,11623.9584,216
3956.2654,11623.9577,216
3956.2654,11623.9569,216
3956.2654,11623.9563,216
3956.2653,11623.9557,216
3956.2653,11623.9552,216
3956.2654,11623.9546,216
3956.2654,11623.954,216
3956.2653,11623.9534,216
3956.2653,11623.9528,216
3956.2654,11623.9518,215
3956.2654,11623.9507,215
3956.2654,11623.95,216
3956.2654,11623.9497,216
3956.2653,11623.9497,216
3956.2653,11623.9497,216
3956.2653,11623.9496,216
3956.2652,11623.949,216
3956.2651,11623.9483,216
3956.265,11623.9475,216
3956.265,11623.9466,216
3956.2652,11623.9457,216
3956.2654,11623.9443,215
3956.2656,11623.9428,215
3956.2656,11623.9414,215
3956.2656,11623.94,216
3956.2656,11623.9389,215
3956.2654,11623.9379,215
3956.2652,11623.9369,215
3956.2651,11623.9358,215
3956.2649,11623.9348,215
3956.2649,11623.9341,215
3956.2647,11623.9331,215
3956.2645,11623.9322,215
3956.2644,11623.9312,216
3956.2643,11623.9303,216
3956.2643,11623.9294,216
3956.2643,11623.9288,216
3956.2643,11623.928,216
3956.2644,11623.9272,216
3956.2641,11623.9264,216
3956.2639,11623.9255,216
3956.2639,11623.9247,216
3956.264,11623.9241,216
3956.2642,11623.9234,216
3956.2642,11623.9227,216
3956.2642,11623.9219,216
3956.2642,11623.9211,216
3956.2641,11623.92,216
3956.264,11623.9189,216
3956.264,11623.9179,216
3956.264,11623.9168,216
3956.264,11623.9157,216
3956.264,11623.9147,216
3956.2641,11623.9137,216
3956.2642,11623.9126,216
3956.2642,11623.9114,216
3956.2641,11623.9101,216
3956.264,11623.909,216
3956.264,11623.9078,216
3956.2639,11623.9064,216
3956.2636,11623.9048,216
3956.2634,11623.9031,216
3956.2632,11623.9014,215
3956.2631,11623.8996,215
3956.263,11623.8979,215
3956.263,11623.8961,216
3956.263,11623.8944,215
3956.263,11623.8927,215
3956.263,11623.8909,216
3956.2631,11623.8891,215
3956.2629,11623.8875,215
3956.2627,11623.8859,216
3956.2625,11623.8845,216
3956.2622,11623.8833,216
3956.2619,11623.8819,216
3956.2619,11623.8804,216
3956.262,11623.8789,216
3956.262,11623.8771,216
3956.2619,11623.8757,216
3956.2617,11623.8743,216
3956.2616,11623.8725,216
3956.2615,11623.8707,216
3956.2615,11623.869,216
3956.2614,11623.8671,216
3956.2614,11623.8653,216
3956.2614,11623.8635,216
3956.2615,11623.8621,216
3956.2616,11623.8606,217
3956.2616,11623.8593,217
3956.2617,11623.858,217
3956.2618,11623.857,217
3956.2617,11623.8559,217
3956.2618,11623.8545,217
3956.2618,11623.8529,217
3956.2619,11623.8515,217
3956.2619,11623.8499,217
3956.262,11623.8483,217
3956.262,11623.8466,217
3956.2621,11623.8448,217
3956.262,11623.843,217
3956.262,11623.8413,217
3956.262,11623.8394,217
3956.262,11623.8376,218
3956.2619,11623.8359,218
3956.2619,11623.8343,218
3956.262,11623.8329,218
3956.2621,11623.8314,219
3956.2621,11623.8301,219
3956.2622,11623.8287,219
3956.2622,11623.8274,219
3956.2621,11623.8261,219
3956.262,11623.825,219
3956.262,11623.824,219
3956.262,11623.8234,219
3956.262,11623.823,220
3956.262,11623.8226,220
3956.2619,11623.8219,220
3956.2617,11623.821,220
3956.2615,11623.8202,220
3956.2614,11623.8196,220
3956.2612,11623.8191,220
3956.2612,11623.8186,220
3956.2613,11623.8181,220
3956.2613,11623.8178,220
3956.2611,11623.8175,221
3956.261,11623.8173,221
3956.261,11623.8171,221
3956.261,11623.817,221
3956.2612,11623.817,221
3956.2612,11623.8171,222
3956.2615,11623.8173,221
3956.2619,11623.8175,222
3956.2625,11623.8174,222
3956.263,11623.8172,221
3956.2636,11623.8169,221
3956.2639,11623.8164,221
3956.264,11623.8158,221
3956.264,11623.8151,221
3956.2641,11623.8145,221
3956.2642,11623.8139,221
3956.2643,11623.8132,221
3956.2643,11623.8126,221
3956.2642,11623.8121,221
3956.2642,11623.8113,221
3956.2642,11623.8101,221
3956.2643,11623.8088,220
3956.2643,11623.8076,220
3956.2644,11623.8066,221
3956.2643,11623.8057,221
3956.2643,11623.8048,221
3956.2643,11623.804,221
3956.2642,11623.8029,221
3956.2642,11623.8018,221
3956.2643,11623.8005,221
3956.2644,11623.7995,221
3956.2644,11623.7984,221
3956.2642,11623.7975,221
3956.264,11623.7966,221
3956.2639,11623.7956,221
3956.2638,11623.7946,220
3956.2637,11623.7935,220
3956.2636,11623.7923,220
3956.2638,11623.7912,220
3956.264,11623.7898,220
3956.264,11623.7882,220
3956.2638,11623.7868,220
3956.2639,11623.7854,220
3956.2641,11623.7843,220
3956.2643,11623.7831,220
3956.2643,11623.7822,220
3956.2643,11623.7814,220
3956.2641,11623.7805,220
3956.2638,11623.7792,220
3956.2635,11623.7777,220
3956.2634,11623.7761,220
3956.2633,11623.7743,219
3956.2633,11623.7724,219
3956.2632,11623.7709,219
3956.2631,11623.769,220
3956.2628,11623.767,220
3956.2625,11623.765,220
3956.2624,11623.7628,220
3956.2625,11623.7609,220
3956.2626,11623.759,220
3956.2627,11623.7571,220
3956.2628,11623.7554,220
3956.2629,11623.7536,220
3956.263,11623.7518,220
3956.2632,11623.75,220
3956.2633,11623.7482,220
3956.2632,11623.7465,220
3956.2629,11623.745,220
3956.2626,11623.7439,220
3956.2624,11623.7427,220
3956.2623,11623.7419,220
3956.2622,11623.7418,220
3956.262,11623.7417,220
3956.2619,11623.7415,220
3956.2618,11623.741,220
3956.2617,11623.7402,220
3956.2618,11623.7392,221
3956.2617,11623.7382,221
3956.2617,11623.737,221
3956.2616,11623.7357,221
3956.2616,11623.7347,221
3956.2616,11623.7336,221
3956.2616,11623.7327,220
3956.2617,11623.7318,221
3956.2617,11623.7307,220
3956.2616,11623.7298,220
3956.2615,11623.7287,220
3956.2612,11623.7277,220
3956.2611,11623.7267,220
3956.261,11623.7256,220
3956.2611,11623.7244,220
3956.2612,11623.7231,220
3956.2613,11623.7218,220
3956.2614,11623.7206,220
3956.2613,11623.7194,220
3956.2612,11623.7179,220
3956.2611,11623.7165,220
3956.2612,11623.715,220
3956.2612,11623.7133,219
3956.2613,11623.7117,220
3956.2614,11623.7102,220
3956.2613,11623.7085,220
3956.2612,11623.707,220
3956.2611,11623.7054,220
3956.2609,11623.7037,220
3956.2608,11623.7021,220
3956.2607,11623.7005,220
3956.2604,11623.6989,220
3956.26,11623.6974,221
3956.2599,11623.6958,220
3956.2599,11623.6943,220
3956.2598,11623.6928,220
3956.2597,11623.6912,220
3956.2599,11623.6897,220
3956.2599,11623.6882,220
3956.2601,11623.6867,220
3956.2601,11623.6852,220
3956.2602,11623.6836,220
3956.2599,11623.682,220
3956.2597,11623.6802,220
3956.2596,11623.6782,220
3956.2597,11623.6762,220
3956.2597,11623.6744,220
3956.2598,11623.6727,220
3956.26,11623.6707,220
3956.2601,11623.6688,220
3956.2601,11623.6666,220
3956.26,11623.6646,220
3956.2599,11623.6627,219
3956.2598,11623.6605,219
3956.2598,11623.6584,220
3956.2597,11623.6563,220
3956.2594,11623.6542,220
3956.2594,11623.6524,220
3956.2595,11623.6507,220
3956.2596,11623.6489,220
3956.2598,11623.6474,220
3956.2598,11623.6457,220
3956.2597,11623.6438,220
3956.2595,11623.642,220
3956.2593,11623.6399,220
3956.2592,11623.6377,221
3956.2591,11623.6356,220
3956.2589,11623.6336,221
3956.2585,11623.6318,221
3956.2576,11623.6307,221
3956.2564,11623.6304,221
3956.2551,11623.6304,221
3956.2537,11623.6303,221
3956.2522,11623.6301,221
3956.2507,11623.6299,221
3956.2491,11623.6298,221
3956.2476,11623.6299,221
3956.2461,11623.6297,221
3956.2445,11623.6297,221
3956.2431,11623.6296,221
3956.2417,11623.6296,221
3956.2403,11623.6294,221
3956.239,11623.6292,221
3956.2377,11623.629,222
3956.2366,11623.6288,221
3956.2353,11623.6286,222
3956.2342,11623.6285,222
3956.2331,11623.6285,222
3956.2321,11623.6285,222
3956.2312,11623.6283,222
3956.2302,11623.6283,222
3956.2291,11623.6281,222
3956.2277,11623.6279,222
3956.2262,11623.6275,222
3956.2248,11623.6273,222
3956.2236,11623.6269,222
3956.2224,11623.6271,222
3956.2212,11623.6273,222
3956.2201,11623.6275,222
3956.219,11623.6276,222
3956.2179,11623.6272,222
3956.2169,11623.6268,223
3956.2158,11623.6265,223
3956.2148,11623.6264,223
3956.2139,11623.6262,223
3956.2132,11623.6261,223
3956.2126,11623.626,224
3956.2121,11623.626,224
3956.2116,11623.6259,224
3956.2114,11623.6258,224
3956.2114,11623.6259,225
3956.2112,11623.626,225
3956.2113,11623.6259,226
3956.2113,11623.6259,226
3956.2113,11623.6259,227
3956.2113,11623.6259,227
3956.2114,11623.6258,228
3956.2112,11623.6257,228
3956.211,11623.6255,229
3956.2106,11623.6252,229
3956.2103,11623.6251,230
3956.2103,11623.6251,230
3956.2106,11623.6251,231
3956.2107,11623.6252,231
3956.2105,11623.6252,232
3956.2105,11623.6251,233
3956.2102,11623.6251,234
3956.21,11623.6251,234
3956.2096,11623.6251,234
3956.2092,11623.6252,234
3956.2091,11623.6252,234
3956.2091,11623.6253,235
3956.2091,11623.6254,235
3956.2091,11623.6254,235
3956.209,11623.6255,235
3956.2089,11623.6255,236
3956.2089,11623.6255,236
3956.209,11623.6255,236
3956.209,11623.6255,236
3956.209,11623.6255,236
3956.209,11623.6255,236
3956.209,11623.6255,236
3956.209,11623.6255,236
3956.2091,11623.6254,236
3956.2094,11623.6255,237
3956.2095,11623.6257,237
3956.2097,11623.6258,237
3956.2098,11623.6257,237
3956.21,11623.6256,236
3956.2101,11623.6255,236
3956.2101,11623.6255,236
3956.2101,11623.6253,236
3956.21,11623.625,236
3956.21,11623.6248,236
3956.21,11623.6247,237
3956.2101,11623.6246,237
3956.2101,11623.6245,237
3956.2101,11623.6244,237
3956.2102,11623.6244,237
3956.2104,11623.6243,237
3956.2105,11623.6243,237
3956.2105,11623.6243,237
3956.2106,11623.6242,237
3956.2107,11623.6243,237
3956.2107,11623.6242,237
3956.2107,11623.624,237
3956.2107,11623.6237,237
3956.2107,11623.6237,237
3956.2109,11623.6238,237
3956.2109,11623.6238,237
3956.2111,11623.6239,237
3956.2114,11623.6237,237
3956.2113,11623.6238,237
3956.2112,11623.6238,237
3956.211,11623.6238,237
3956.2109,11623.6237,237
3956.2107,11623.6237,237
3956.2106,11623.6236,237
3956.2106,11623.6235,236
3956.2105,11623.6234,237
3956.2104,11623.6234,237
3956.2103,11623.6233,236
3956.2103,11623.6233,236
3956.2103,11623.6233,236
3956.2103,11623.6233,236
3956.2102,11623.6236,236
3956.2101,11623.6238,236
3956.2101,11623.6241,236
3956.21,11623.6247,236
3956.2098,11623.6251,236
3956.2099,11623.6249,236
3956.2096,11623.6251,236
3956.2092,11623.6257,236
3956.2087,11623.6266,236
3956.2081,11623.6277,236
3956.2077,11623.6283,236
3956.2075,11623.6286,236
3956.2071,11623.6293,236
3956.2068,11623.6305,236
3956.2064,11623.6312,236
3956.2062,11623.6307,236
3956.206,11623.6303,236
3956.2058,11623.6301,236
3956.2059,11623.63,236
3956.2057,11623.6301,236
3956.2059,11623.6307,236
3956.2061,11623.6311,236
3956.2059,11623.6309,236
3956.2062,11623.6308,236
3956.2062,11623.6306,236
3956.2057,11623.6312,236
3956.2048,11623.6319,236
3956.2041,11623.6325,236
3956.2034,11623.6331,236
3956.2026,11623.6335,236
3956.2019,11623.6332,236
3956.2015,11623.6329,236
3956.2014,11623.6322,236
3956.2025,11623.6306,236
3956.2033,11623.6297,236
3956.2039,11623.6287,236
3956.2044,11623.6282,236
3956.2049,11623.6274,236
3956.2054,11623.6272,236
3956.2062,11623.6272,236
3956.2067,11623.6267,236
3956.2068,11623.6261,236
3956.2072,11623.6255,236
3956.2069,11623.6251,235
3956.2069,11623.6245,235
3956.207,11623.6244,235
3956.2075,11623.6239,235
3956.2082,11623.6239,235
3956.2087,11623.6237,235
3956.2089,11623.6241,235
3956.2094,11623.6244,235
3956.2101,11623.6242,235
3956.2113,11623.6243,235
3956.2132,11623.6245,235
3956.2159,11623.6239,234
3956.2175,11623.6242,234
3956.219,11623.6247,234
3956.2173,11623.6263,234
3956.216,11623.6287,234
3956.2154,11623.6305,234
3956.2144,11623.6328,234
3956.2138,11623.6356,234
3956.2129,11623.6391,234
3956.2116,11623.6431,235
3956.2101,11623.6466,235
3956.2081,11623.6493,235
3956.2053,11623.6504,235
3956.2033,11623.653,235
3956.2012,11623.6555,235
3956.1992,11623.6581,235
3956.1978,11623.6511,235
3956.1961,11623.6482,235
3956.1943,11623.6468,235
3956.1921,11623.6447,235
3956.1904,11623.6426,235
3956.1884,11623.6409,235
3956.1852,11623.6392,235
3956.1845,11623.637,235
3956.19,11623.6331,235
3956.1964,11623.6291,235
3956.1991,11623.6266,235
3956.1994,11623.6249,235
3956.2007,11623.6234,235
3956.202,11623.6221,235
3956.2027,11623.6211,235
3956.204,11623.6197,235
3956.2049,11623.6172,235
3956.2056,11623.6146,235
3956.2055,11623.6119,234
3956.2057,11623.6087,234
3956.2059,11623.6055,234
3956.2056,11623.6027,234
3956.2054,11623.6,234
3956.2051,11623.5973,233
3956.2049,11623.5945,233
3956.2046,11623.5918,233
3956.2043,11623.589,233
3956.2041,11623.5863,233
3956.2038,11623.5835,232
3956.2036,11623.5808,232
3956.2033,11623.578,232
3956.2031,11623.5753,232
3956.2028,11623.5725,232
3956.2026,11623.5698,232
3956.2023,11623.5671,232
3956.207,11623.6225,235
3956.2128,11623.6114,235
3956.2173,11623.6163,235
3956.2081,11623.6366,237
3956.2116,11623.62,237
3956.2081,11623.6249,237
3956.2119,11623.627,238
3956.2118,11623.6278,238
3956.2125,11623.6259,238
3956.2137,11623.6245,237
3956.2147,11623.6233,237
3956.2137,11623.6197,237
3956.2138,11623.6188,237
3956.2133,11623.6181,237
3956.2124,11623.6186,237
3956.2111,11623.6186,237
3956.2086,11623.618,237
3956.2068,11623.6171,237
3956.2048,11623.6165,237
3956.2024,11623.6163,236
3956.2009,11623.6162,235
3956.2007,11623.6162,235
3956.2011,11623.6165,235
3956.2015,11623.6178,235
3956.2027,11623.6193,235
3956.2036,11623.6196,235
3956.2042,11623.62,236
3956.2049,11623.6201,235
3956.2055,11623.6199,234
3956.2056,11623.6196,233
3956.2055,11623.6198,232
3956.2051,11623.62,232
3956.2043,11623.6205,232
3956.2036,11623.6214,232
3956.2026,11623.6221,233
3956.2013,11623.6226,232
3956.1997,11623.6233,232
3956.1974,11623.6243,232
3956.1957,11623.6248,232
3956.1949,11623.6244,231
3956.194,11623.6241,231
3956.1936,11623.6234,230
3956.1935,11623.6232,229
3956.1919,11623.6236,229
3956.1913,11623.6234,230
3956.1905,11623.6234,230
3956.1895,11623.6239,230
3956.1884,11623.6247,230
3956.188,11623.6248,230
3956.1875,11623.6257,231
3956.1876,11623.6266,231
3956.1885,11623.6277,231
3956.1889,11623.6293,232
3956.1882,11623.6314,231
3956.1872,11623.6331,231
3956.1864,11623.6352,230
3956.1855,11623.6371,231
3956.1844,11623.6403,232
3956.1836,11623.6422,232
3956.1836,11623.6442,233
3956.1829,11623.6455,234
3956.1825,11623.6468,235
3956.1818,11623.6484,235
3956.1807,11623.6506,235
3956.1801,11623.6523,236
3956.1796,11623.6542,236
3956.1796,11623.6561,236
3956.18,11623.6573,236
3956.1802,11623.6586,236
3956.1802,11623.6605,235
3956.1798,11623.6627,235
3956.1799,11623.6649,236
3956.1799,11623.6669,236
3956.1803,11623.6684,236
3956.1812,11623.6691,236
3956.1819,11623.6699,235
3956.1828,11623.6703,235
3956.1834,11623.6706,235
3956.1834,11623.6712,235
3956.1842,11623.6716,235
3956.185,11623.6717,235
3956.186,11623.6724,235
3956.1854,11623.6743,235
3956.1854,11623.6766,235
3956.1845,11623.6785,235
3956.1835,11623.6804,235
3956.183,11623.6821,235
3956.1823,11623.6829,235
3956.1822,11623.6834,235
3956.1825,11623.6835,235
3956.1825,11623.6836,234
3956.1823,11623.6836,234
3956.1825,11623.6834,234
3956.1822,11623.6837,234
3956.1817,11623.6835,234
3956.1816,11623.683,234
3956.1818,11623.6832,234
3956.1836,11623.6835,235
3956.1844,11623.6843,237
3956.1846,11623.6851,239
3956.1838,11623.6866,243
3956.1842,11623.6878,246
3956.1847,11623.6889,247
3956.1842,11623.6904,263
3956.1841,11623.6921,283
3956.1838,11623.6937,286
3956.184,11623.6956,285
3956.184,11623.6979,283
3956.1838,11623.7004,281
3956.1839,11623.7021,279
3956.1842,11623.7034,277
3956.1846,11623.7041,276
3956.1847,11623.7048,274
3956.1848,11623.7058,273
3956.1847,11623.7074,271
3956.1844,11623.7092,270
3956.1842,11623.7108,269
3956.1837,11623.7118,268
3956.1831,11623.7127,267
3956.1822,11623.714,266
3956.1813,11623.7155,265
3956.1801,11623.7178,264
3956.1792,11623.7196,264
3956.1784,11623.7217,263
3956.178,11623.7232,262
3956.1778,11623.7248,261
3956.1783,11623.7258,260
3956.1793,11623.7267,259
3956.1804,11623.7273,258
3956.1813,11623.728,257
3956.1819,11623.7291,257
3956.1827,11623.7305,256
3956.1832,11623.7319,256
3956.1839,11623.7339,255
3956.1848,11623.7364,255
3956.1858,11623.7391,254
3956.1865,11623.7421,254
3956.1871,11623.7446,254
3956.1873,11623.7463,254
3956.1872,11623.7479,254
3956.187,11623.7489,253
3956.1871,11623.7497,253
3956.1873,11623.7503,253
3956.1875,11623.751,253
3956.1878,11623.7514,253
3956.1875,11623.7521,252
3956.1873,11623.7536,252
3956.1872,11623.7554,251
3956.1873,11623.7573,251
3956.1878,11623.7596,251
3956.1878,11623.7623,251
3956.1881,11623.7651,251
3956.1884,11623.7676,251
3956.1878,11623.7702,251
3956.1875,11623.7724,251
3956.1874,11623.7743,251
3956.1879,11623.7759,251
3956.1882,11623.7773,251
3956.1882,11623.7785,250
3956.1879,11623.7798,250
3956.1876,11623.781,250
3956.1875,11623.7815,250
3956.1876,11623.7815,249
3956.1871,11623.7822,249
3956.1866,11623.7828,248
3956.1864,11623.7837,248
3956.1866,11623.785,247
3956.1868,11623.7863,247
3956.1871,11623.7876,247
3956.1871,11623.7898,246
3956.1861,11623.7921,246
3956.1845,11623.7946,246
3956.1828,11623.7971,246
3956.1822,11623.7987,246
3956.1817,11623.7999,246
3956.1819,11623.8001,246
3956.1811,11623.8003,247
3956.1803,11623.8012,247
3956.1803,11623.8022,247
3956.1807,11623.8035,247
3956.1806,11623.805,247
3956.1807,11623.8062,247
3956.1803,11623.8072,247
3956.18,11623.808,247
3956.1797,11623.8089,247
3956.1792,11623.8098,247
3956.1789,11623.8103,247
3956.1792,11623.81,247
3956.1798,11623.8097,247
3956.1801,11623.8095,247
3956.1801,11623.8095,246
3956.1805,11623.8092,246
3956.1806,11623.8092,246
3956.1809,11623.809,246
3956.181,11623.8089,246
3956.1814,11623.8087,246
3956.1813,11623.8092,246
3956.1814,11623.8095,246
3956.1814,11623.8098,246
3956.1814,11623.8098,246
3956.1815,11623.81,245
3956.1813,11623.8098,245
3956.181,11623.8096,245
3956.1808,11623.8094,245
3956.1813,11623.8089,245
3956.1817,11623.8085,245
3956.182,11623.8086,245
3956.1822,11623.8087,245
3956.1827,11623.8089,245
3956.1834,11623.8088,245
3956.1844,11623.8088,245
3956.1846,11623.8087,244
3956.1848,11623.8084,244
3956.1849,11623.808,244
3956.1846,11623.8077,244
3956.1844,11623.8073,244
3956.1842,11623.8072,244
3956.1843,11623.807,244
3956.1843,11623.8072,244
3956.1839,11623.8075,244
3956.1834,11623.8079,244
3956.1835,11623.8079,244
3956.1837,11623.8078,244
3956.1836,11623.8077,243
3956.1834,11623.8072,243
3956.183,11623.807,243
3956.1832,11623.807,243
3956.1838,11623.8071,243
3956.1841,11623.8071,243
3956.1846,11623.8068,243
3956.1853,11623.8066,243
3956.1861,11623.8067,243
3956.1866,11623.8071,242
3956.1872,11623.8078,242
3956.1874,11623.8093,242
3956.1871,11623.8108,242
3956.1869,11623.812,242
3956.1873,11623.8129,242
3956.1879,11623.8135,242
3956.1878,11623.8135,242
3956.1874,11623.8135,242
3956.1871,11623.8142,242
3956.1872,11623.8144,242
3956.1871,11623.8144,242
3956.187,11623.8147,242
3956.1873,11623.8151,242
3956.1877,11623.8157,241
3956.1881,11623.8159,242
3956.1889,11623.8159,242
3956.1896,11623.816,242
3956.19,11623.8166,242
3956.1901,11623.8177,242
3956.1903,11623.8177,242
3956.1905,11623.8177,242
3956.1906,11623.8181,242
3956.191,11623.8179,242
3956.1913,11623.8177,242
3956.1915,11623.8171,242
3956.1914,11623.8165,242
3956.1912,11623.8165,242
3956.1915,11623.8163,242
3956.1918,11623.8159,242
3956.1923,11623.8161,242
3956.1936,11623.816,242
3956.1948,11623.8164,241
