'Lat','Long',
3956.1958,11623.8168,241
3956.1964,11623.8179,241
3956.1969,11623.8188,241
3956.1972,11623.8195,241
3956.1976,11623.8201,241
3956.1977,11623.8206,240
3956.1972,11623.8219,240
3956.1965,11623.8229,240
3956.1962,11623.8234,240
3956.1955,11623.8235,240
3956.1949,11623.8228,240
3956.1942,11623.8216,240
3956.1945,11623.821,240
3956.1949,11623.8201,240
3956.195,11623.819,240
3956.1951,11623.8176,240
3956.1961,11623.8164,240
3956.1973,11623.8154,240
3956.1983,11623.8147,239
3956.1976,11623.8149,239
3956.1971,11623.815,239
3956.1964,11623.8151,239
3956.1964,11623.8146,239
3956.1961,11623.8142,240
3956.1953,11623.8138,240
3956.1951,11623.8136,240
3956.1945,11623.8128,239
3956.1937,11623.8123,239
3956.1927,11623.8123,239
3956.1923,11623.8128,239
3956.1922,11623.813,239
3956.1923,11623.8139,239
3956.1925,11623.8129,239
3956.1922,11623.8128,239
3956.1924,11623.8119,239
3956.1924,11623.8116,239
3956.1925,11623.8112,240
3956.1927,11623.8103,240
3956.1926,11623.8095,240
3956.1927,11623.8097,240
3956.1926,11623.8098,241
3956.1924,11623.8102,241
3956.1924,11623.8104,242
3956.1925,11623.8109,242
3956.1927,11623.8107,243
3956.193,11623.8111,243
3956.1927,11623.8111,244
3956.1924,11623.811,244
3956.1922,11623.8107,245
3956.1925,11623.8102,245
3956.1926,11623.8109,246
3956.1925,11623.8101,246
3956.1929,11623.8104,246
3956.1929,11623.8106,247
3956.1929,11623.8113,247
3956.1932,11623.812,247
3956.1931,11623.8136,248
3956.1928,11623.8145,248
3956.1923,11623.8146,248
3956.1919,11623.8148,249
3956.192,11623.8145,249
3956.1923,11623.8138,249
3956.1921,11623.8136,249
3956.1919,11623.8132,249
3956.1917,11623.8133,250
3956.1915,11623.8137,250
3956.1914,11623.8145,250
3956.1912,11623.8156,250
3956.1911,11623.8168,250
3956.1912,11623.8169,249
3956.1915,11623.8166,249
3956.1918,11623.8162,249
3956.1923,11623.8159,249
3956.1927,11623.8158,249
3956.1931,11623.8152,249
3956.1937,11623.8146,249
3956.1942,11623.8135,248
3956.1946,11623.8133,249
3956.195,11623.8128,249
3956.1952,11623.8123,249
3956.1949,11623.8112,249
3956.1948,11623.8107,249
3956.1949,11623.8107,249
3956.1953,11623.8108,248
3956.1958,11623.811,248
3956.1965,11623.8116,248
3956.1975,11623.8123,248
3956.1983,11623.8134,248
3956.1988,11623.8139,248
3956.1997,11623.8146,248
3956.1995,11623.815,248
3956.1995,11623.8148,248
3956.2001,11623.8139,248
3956.2007,11623.8131,248
3956.2004,11623.8125,247
3956.2008,11623.8121,247
3956.2012,11623.8116,247
3956.2015,11623.8113,247
3956.2016,11623.8106,247
3956.2018,11623.8098,247
3956.2019,11623.8097,247
3956.2024,11623.8098,247
3956.2032,11623.8099,247
3956.2047,11623.8106,247
3956.2061,11623.811,247
3956.2069,11623.8116,247
3956.2076,11623.8122,247
3956.2074,11623.8129,247
3956.2078,11623.8136,247
3956.2078,11623.8142,247
3956.2069,11623.815,247
3956.2067,11623.815,246
3956.2068,11623.8148,246
3956.2072,11623.8146,246
3956.2083,11623.8142,246
3956.2094,11623.8141,246
3956.2092,11623.8149,246
3956.2095,11623.8146,246
3956.2104,11623.8145,246
3956.2118,11623.8139,245
3956.2124,11623.8137,245
3956.213,11623.8134,245
3956.2137,11623.8135,245
3956.2143,11623.8135,245
3956.2152,11623.8142,245
3956.2157,11623.815,244
3956.2166,11623.8157,244
3956.2167,11623.8158,244
3956.2167,11623.8155,244
3956.2163,11623.8155,244
3956.216,11623.8155,244
3956.2164,11623.8153,244
3956.2173,11623.8146,244
3956.2178,11623.8142,244
3956.2183,11623.814,244
3956.2184,11623.8141,243
3956.2185,11623.8145,243
3956.2183,11623.8153,243
3956.2188,11623.8163,243
3956.2194,11623.8175,243
3956.2192,11623.8189,242
3956.219,11623.8202,242
3956.2186,11623.8209,242
3956.2192,11623.8209,242
3956.2192,11623.8208,242
3956.2196,11623.82,242
3956.2201,11623.8191,242
3956.2206,11623.8182,242
3956.221,11623.8165,242
3956.2214,11623.8157,242
3956.2219,11623.8152,242
3956.2228,11623.8153,242
3956.2236,11623.8159,242
3956.2243,11623.8164,242
3956.225,11623.8162,241
3956.2251,11623.8164,241
3956.2254,11623.8171,241
3956.2252,11623.8179,241
3956.2248,11623.8176,241
3956.2251,11623.817,241
3956.2251,11623.8169,240
3956.225,11623.8171,240
3956.2252,11623.8174,240
3956.2256,11623.8173,240
3956.2262,11623.8173,239
3956.2274,11623.817,239
3956.2274,11623.8173,239
3956.2273,11623.8172,239
3956.2272,11623.817,239
3956.227,11623.817,240
3956.2267,11623.8177,240
3956.2264,11623.8181,239
3956.2261,11623.8183,239
3956.2257,11623.8184,239
3956.2256,11623.8185,239
3956.2255,11623.8188,238
3956.2254,11623.819,238
3956.2253,11623.8191,238
3956.225,11623.8193,237
3956.2249,11623.8189,237
3956.2249,11623.8187,237
3956.2247,11623.8185,237
3956.2246,11623.8185,237
3956.2246,11623.8185,237
3956.2249,11623.8185,237
3956.2257,11623.8182,237
3956.2263,11623.8183,237
3956.2266,11623.8185,237
3956.227,11623.8184,237
3956.2272,11623.8181,237
3956.2278,11623.8177,237
3956.2283,11623.8171,237
3956.2288,11623.817,237
3956.2296,11623.8168,237
3956.2306,11623.8165,237
3956.2311,11623.8167,237
3956.2317,11623.8165,237
3956.2324,11623.8164,237
3956.2327,11623.8165,237
3956.2331,11623.8163,237
3956.2337,11623.816,237
3956.2341,11623.8158,237
3956.2343,11623.8159,237
3956.2347,11623.816,236
3956.2348,11623.816,236
3956.2351,11623.8155,236
3956.2349,11623.8154,237
3956.2351,11623.8155,237
3956.2353,11623.8159,237
3956.2355,11623.8162,237
3956.2356,11623.8164,237
3956.2359,11623.8163,237
3956.2364,11623.8161,237
3956.2369,11623.816,237
3956.2374,11623.8158,237
3956.2377,11623.8155,237
3956.2376,11623.8156,237
3956.2379,11623.8153,237
3956.2385,11623.8152,236
3956.2388,11623.8154,236
3956.2396,11623.8152,236
3956.2398,11623.8154,236
3956.2403,11623.8152,236
3956.2409,11623.815,235
3956.2413,11623.8151,235
3956.242,11623.8151,235
3956.2425,11623.8152,235
3956.2427,11623.8154,235
3956.2428,11623.8156,235
3956.2432,11623.8155,235
3956.2437,11623.8153,234
3956.244,11623.8152,234
3956.2444,11623.815,234
3956.2447,11623.8148,234
3956.2446,11623.8151,234
3956.2451,11623.815,234
3956.2455,11623.8148,233
3956.246,11623.8146,233
3956.2465,11623.8143,233
3956.2464,11623.8146,233
3956.2465,11623.8145,233
3956.2467,11623.8145,233
3956.247,11623.8143,233
3956.2475,11623.8143,233
3956.2475,11623.8146,232
3956.2478,11623.8147,232
3956.2482,11623.8147,232
3956.2489,11623.8146,232
3956.2494,11623.8146,233
3956.2499,11623.8148,232
3956.2504,11623.8147,232
3956.2506,11623.8146,232
3956.2511,11623.8145,232
3956.252,11623.8141,232
3956.2527,11623.8139,232
3956.2531,11623.8138,232
3956.2533,11623.8136,232
3956.2535,11623.8136,232
3956.2534,11623.8138,232
3956.2536,11623.814,233
3956.2538,11623.8141,234
3956.2546,11623.8139,235
3956.2551,11623.8139,234
3956.2549,11623.8141,234
3956.255,11623.8142,234
3956.2555,11623.8141,234
3956.2559,11623.814,233
3956.2564,11623.8139,233
3956.2568,11623.814,233
3956.2572,11623.8142,233
3956.2574,11623.8144,233
3956.2579,11623.8145,233
3956.2581,11623.8146,232
3956.2584,11623.8146,232
3956.2591,11623.8145,232
3956.2593,11623.8146,232
3956.2593,11623.8147,232
3956.2597,11623.8146,232
3956.2601,11623.8146,232
3956.2607,11623.8145,232
3956.261,11623.8147,232
3956.2613,11623.8148,232
3956.2618,11623.8149,232
3956.2622,11623.8151,232
3956.2625,11623.8152,233
3956.2628,11623.8156,232
3956.2631,11623.816,232
3956.2636,11623.8158,232
3956.2641,11623.816,232
3956.2647,11623.816,232
3956.2649,11623.8163,233
3956.265,11623.8167,233
3956.2649,11623.8176,233
3956.2651,11623.818,233
3956.2653,11623.8186,233
3956.2654,11623.8193,233
3956.2657,11623.8199,234
3956.2658,11623.8205,234
3956.2658,11623.8214,234
3956.266,11623.8222,234
3956.2661,11623.823,234
3956.2662,11623.8237,234
3956.2663,11623.8247,233
3956.2664,11623.8253,233
3956.2666,11623.8259,233
3956.2669,11623.8263,234
3956.2669,11623.827,234
3956.2672,11623.8276,234
3956.2674,11623.8284,234
3956.2674,11623.8292,234
3956.2673,11623.83,234
3956.2673,11623.8306,234
3956.2672,11623.8313,234
3956.267,11623.8321,234
3956.2667,11623.833,234
3956.2666,11623.834,235
3956.2668,11623.8349,235
3956.2667,11623.8359,235
3956.2666,11623.8368,235
3956.2666,11623.8374,235
3956.2668,11623.838,235
3956.2669,11623.8387,235
3956.2668,11623.8392,235
3956.2669,11623.8398,236
3956.2669,11623.8406,236
3956.2669,11623.8413,236
3956.267,11623.8419,236
3956.2669,11623.8426,236
3956.2668,11623.8433,236
3956.2667,11623.844,237
3956.2666,11623.8447,236
3956.2666,11623.8452,236
3956.2666,11623.8458,236
3956.2666,11623.8464,236
3956.2665,11623.8471,236
3956.2664,11623.8478,236
3956.2665,11623.8485,235
3956.2666,11623.8492,235
3956.2665,11623.8499,235
3956.2665,11623.8505,235
3956.2663,11623.8511,235
3956.2663,11623.8517,234
3956.2664,11623.8523,234
3956.2663,11623.8529,234
3956.2664,11623.8537,234
3956.2663,11623.8545,234
3956.2663,11623.8552,234
3956.2662,11623.856,233
3956.2663,11623.8567,233
3956.2664,11623.857,233
3956.2664,11623.8575,233
3956.2664,11623.8582,233
3956.2664,11623.859,233
3956.2663,11623.8597,233
3956.2663,11623.8606,233
3956.2663,11623.8614,233
3956.2664,11623.862,233
3956.2664,11623.8627,233
3956.2665,11623.8634,233
3956.2666,11623.864,232
3956.2666,11623.8646,232
3956.2665,11623.8653,232
3956.2664,11623.8659,232
3956.2665,11623.8666,232
3956.2664,11623.8672,232
3956.2664,11623.8679,231
3956.2663,11623.8686,231
3956.2662,11623.8692,231
3956.266,11623.8699,231
3956.2659,11623.8705,231
3956.266,11623.8714,231
3956.266,11623.8721,231
3956.2659,11623.8728,231
3956.2658,11623.8734,231
3956.2658,11623.874,231
3956.2657,11623.8746,231
3956.2658,11623.8752,230
3956.2658,11623.8758,230
3956.2657,11623.8765,230
3956.2656,11623.8772,230
3956.2656,11623.878,230
3956.2656,11623.8791,230
3956.2657,11623.88,230
3956.2659,11623.8808,230
3956.2659,11623.8814,230
3956.2659,11623.8821,230
3956.266,11623.883,230
3956.2659,11623.8838,230
3956.2659,11623.8845,230
3956.2659,11623.8857,229
3956.266,11623.8866,229
3956.2661,11623.8877,229
3956.2662,11623.8886,229
3956.2663,11623.8893,229
3956.2665,11623.8901,229
3956.2666,11623.8909,229
3956.2668,11623.8914,229
3956.2669,11623.8917,229
3956.2669,11623.8921,229
3956.2669,11623.8929,229
3956.2669,11623.8936,229
3956.2669,11623.8943,229
3956.267,11623.895,229
3956.2669,11623.8956,228
3956.2669,11623.8962,228
3956.267,11623.8965,229
3956.2669,11623.8967,228
3956.2669,11623.897,228
3956.2668,11623.8973,228
3956.2668,11623.8978,228
3956.2668,11623.8984,228
3956.2668,11623.899,228
3956.2667,11623.8995,228
3956.2666,11623.9,228
3956.2665,11623.9005,228
3956.2666,11623.9009,227
3956.2666,11623.901,228
3956.2667,11623.9013,228
3956.2668,11623.9016,228
3956.2669,11623.9021,227
3956.2669,11623.9027,227
3956.2671,11623.9033,227
3956.2673,11623.9038,227
3956.2674,11623.9043,228
3956.2676,11623.905,228
3956.2677,11623.9057,228
3956.268,11623.9064,228
3956.268,11623.9071,228
3956.2682,11623.9077,228
3956.2683,11623.9084,227
3956.2684,11623.9091,227
3956.2687,11623.9098,227
3956.2688,11623.9103,227
3956.2688,11623.9107,227
3956.2688,11623.911,227
3956.2687,11623.9116,227
3956.2687,11623.9123,227
3956.2686,11623.9132,227
3956.2684,11623.9141,227
3956.2681,11623.9148,227
3956.2681,11623.9152,227
3956.2681,11623.9161,227
3956.2682,11623.9167,226
3956.2682,11623.9174,227
3956.2683,11623.918,227
3956.2683,11623.9186,227
3956.2683,11623.9192,227
3956.2683,11623.9198,227
3956.2683,11623.9201,227
3956.2683,11623.9207,226
3956.2684,11623.9214,226
3956.2684,11623.922,227
3956.2684,11623.9225,226
3956.2684,11623.9232,226
3956.2685,11623.924,226
3956.2685,11623.9249,226
3956.2686,11623.9259,226
3956.2688,11623.9268,226
3956.269,11623.9278,226
3956.2691,11623.9287,226
3956.2692,11623.9297,226
3956.2694,11623.9305,226
3956.2694,11623.9313,226
3956.2695,11623.9321,226
3956.2695,11623.9325,225
3956.2694,11623.9332,225
3956.2692,11623.9341,225
3956.269,11623.9351,225
3956.2688,11623.9357,225
3956.2687,11623.9365,225
3956.2688,11623.9374,225
3956.2688,11623.9382,225
3956.2688,11623.939,225
3956.2688,11623.9401,225
3956.2687,11623.9418,225
3956.2686,11623.9434,225
3956.2686,11623.9453,225
3956.2684,11623.9472,226
3956.2682,11623.9494,225
3956.2681,11623.9515,225
3956.2681,11623.9534,225
3956.268,11623.9555,225
3956.2678,11623.9576,225
3956.2676,11623.9597,225
3956.2675,11623.9618,226
3956.2675,11623.9638,226
3956.2676,11623.9658,226
3956.2675,11623.9677,226
3956.2675,11623.9696,227
3956.2675,11623.9714,227
3956.2674,11623.9732,227
3956.2673,11623.9749,227
3956.2674,11623.9766,228
3956.2676,11623.9786,228
3956.2679,11623.9803,228
3956.2679,11623.982,228
3956.2677,11623.9837,228
3956.2676,11623.9855,229
3956.2678,11623.9871,228
3956.2685,11623.9882,228
3956.2694,11623.9889,228
3956.2706,11623.9895,228
3956.2717,11623.9899,228
3956.2729,11623.9899,228
3956.2742,11623.9902,229
3956.2754,11623.9907,229
3956.2766,11623.9912,229
3956.2778,11623.9916,229
3956.2786,11623.992,229
3956.2796,11623.9922,229
3956.2806,11623.9925,229
3956.2818,11623.993,229
3956.2826,11623.9935,229
3956.283,11623.9941,229
3956.2837,11623.9944,229
3956.2843,11623.9942,228
3956.2852,11623.9941,228
3956.286,11623.9941,228
3956.287,11623.9936,228
3956.2885,11623.9941,228
3956.2897,11623.9943,228
3956.2909,11623.9942,228
3956.2923,11623.994,228
3956.2939,11623.9938,228
3956.2952,11623.994,228
3956.2964,11623.9941,228
3956.2978,11623.9943,228
3956.2995,11623.9941,227
3956.301,11623.9944,228
3956.3024,11623.9947,228
3956.3037,11623.9947,227
3956.3055,11623.9944,227
3956.3071,11623.9945,227
3956.3086,11623.9944,227
3956.3102,11623.9939,228
3956.3115,11623.993,228
3956.3123,11623.992,228
3956.3129,11623.9906,228
3956.3133,11623.9892,227
3956.3137,11623.9875,227
3956.3138,11623.9859,227
3956.3139,11623.9844,227
3956.3137,11623.9828,227
3956.3138,11623.9809,227
3956.3137,11623.9791,227
3956.3138,11623.9772,227
3956.3141,11623.9753,227
3956.3142,11623.9735,227
3956.3143,11623.972,227
3956.3144,11623.9704,227
3956.3145,11623.9685,227
3956.3141,11623.9672,227
3956.3138,11623.9664,227
3956.3135,11623.9659,227
3956.3135,11623.9658,227
3956.3135,11623.9664,227
3956.3137,11623.967,227
3956.3142,11623.9672,226
3956.3149,11623.9672,226
3956.316,11623.9668,227
3956.3171,11623.9664,227
3956.3181,11623.966,227
3956.319,11623.9654,227
3956.32,11623.9638,228
3956.3212,11623.9625,228
3956.3226,11623.9604,229
3956.3237,11623.9577,229
3956.3248,11623.9548,230
3956.3257,11623.9518,230
3956.3264,11623.9494,230
3956.3271,11623.9474,229
3956.3275,11623.9461,230
3956.3281,11623.9454,230
3956.3293,11623.9448,230
3956.3304,11623.9444,230
3956.3311,11623.944,230
3956.3319,11623.9437,230
3956.3334,11623.9428,230
3956.3348,11623.9424,230
3956.3358,11623.9423,230
3956.337,11623.9421,230
3956.3381,11623.942,230
3956.3391,11623.9419,230
3956.3403,11623.9415,230
3956.3413,11623.941,230
3956.3427,11623.9406,230
3956.3441,11623.9401,230
3956.3454,11623.9397,230
3956.3469,11623.9393,230
3956.3479,11623.9391,230
3956.349,11623.9391,230
3956.3497,11623.9392,230
3956.3505,11623.9389,230
3956.3509,11623.939,230
3956.3511,11623.9392,230
3956.351,11623.9395,230
3956.351,11623.9398,231
3956.351,11623.9399,231
3956.351,11623.9394,231
3956.3512,11623.9391,231
3956.3513,11623.9393,229
3956.3515,11623.9391,230
3956.3516,11623.9386,230
3956.3517,11623.9383,230
3956.3516,11623.9382,231
3956.3518,11623.9384,230
3956.3518,11623.9389,230
3956.3521,11623.9395,231
3956.3524,11623.9402,231
3956.3526,11623.9405,232
3956.3526,11623.9407,231
3956.3525,11623.9406,231
3956.3523,11623.9405,232
3956.3523,11623.9402,232
3956.3525,11623.9397,232
3956.3528,11623.9393,232
3956.3532,11623.9387,232
3956.353,11623.9383,232
3956.3517,11623.9384,233
3956.3497,11623.939,232
3956.3498,11623.9385,231
3956.3504,11623.9379,231
3956.3515,11623.9365,231
3956.3526,11623.9352,231
3956.3526,11623.9345,232
3956.3527,11623.9345,232
3956.3528,11623.935,232
3956.3532,11623.9348,232
3956.3537,11623.9347,232
3956.354,11623.9348,231
3956.1075,11623.5057,272
3956.1074,11623.5068,282
3956.1067,11623.5072,287
3956.1065,11623.5073,289
3956.1061,11623.507,290
3956.1068,11623.5069,289
3956.1077,11623.5064,287
3956.1082,11623.5056,285
3956.1087,11623.5049,283
3956.1087,11623.5045,280
3956.1085,11623.5042,278
3956.1086,11623.5038,276
3956.1085,11623.5036,273
3956.1084,11623.5033,271
3956.1084,11623.5029,269
3956.1085,11623.5023,268
3956.1088,11623.5014,266
3956.1089,11623.5006,265
3956.1092,11623.4997,264
3956.1095,11623.4986,263
3956.1099,11623.4974,262
3956.1099,11623.4961,261
3956.1104,11623.4948,260
3956.1108,11623.4935,260
3956.111,11623.492,260
3956.1112,11623.4906,260
3956.1116,11623.4892,260
3956.1118,11623.488,260
3956.1122,11623.4868,261
3956.1125,11623.4856,260
3956.1132,11623.4844,258
3956.1136,11623.4831,257
3956.114,11623.4818,257
3956.1143,11623.4805,256
3956.1146,11623.4791,260
3956.1145,11623.4779,260
3956.1148,11623.4763,259
3956.1149,11623.4746,257
3956.1152,11623.4728,256
3956.1155,11623.4708,255
3956.116,11623.4688,254
3956.1163,11623.4673,253
3956.1165,11623.4655,252
3956.1166,11623.4636,251
3956.117,11623.4619,251
3956.1174,11623.4605,250
3956.1177,11623.4588,249
3956.1176,11623.457,249
3956.1177,11623.4552,248
3956.1176,11623.4534,248
3956.1169,11623.452,247
3956.1159,11623.4507,247
3956.1149,11623.4495,247
3956.1139,11623.4484,244
3956.1127,11623.4475,245
3956.1116,11623.4467,244
3956.1109,11623.4456,244
3956.1105,11623.4443,244
3956.1104,11623.443,243
3956.1103,11623.4415,243
3956.1103,11623.44,243
3956.1103,11623.4382,244
3956.1104,11623.4364,243
3956.1105,11623.4344,242
3956.1106,11623.4325,242
3956.1106,11623.4306,242
3956.1108,11623.4286,241
3956.111,11623.4266,241
3956.1112,11623.4246,241
3956.1115,11623.4226,240
3956.1117,11623.4207,241
3956.1119,11623.4188,241
3956.1119,11623.4172,241
3956.1121,11623.4154,240
3956.1124,11623.4138,240
3956.1127,11623.4123,240
3956.113,11623.4105,239
3956.1134,11623.4086,239
3956.1137,11623.4069,239
3956.114,11623.4052,240
3956.1141,11623.4036,240
3956.1141,11623.4022,240
3956.1141,11623.401,240
3956.114,11623.4,240
3956.114,11623.3992,240
3956.114,11623.3989,240
3956.114,11623.3988,241
3956.114,11623.3988,241
3956.1141,11623.3987,241
3956.1141,11623.3986,240
3956.1141,11623.3986,240
3956.1141,11623.3985,240
3956.1141,11623.3984,240
3956.1141,11623.3984,239
3956.114,11623.3981,239
3956.1138,11623.3976,238
3956.1136,11623.3971,239
3956.1135,11623.3966,239
3956.1134,11623.396,239
3956.1133,11623.3956,239
3956.1133,11623.3954,239
3956.1131,11623.3952,240
3956.113,11623.3949,241
3956.113,11623.3945,242
3956.113,11623.3941,242
3956.113,11623.3937,243
3956.1131,11623.3932,243
3956.113,11623.3925,242
3956.1129,11623.3918,242
3956.1127,11623.3913,242
3956.1122,11623.3907,241
3956.1113,11623.3903,240
3956.1103,11623.3903,239
3956.1092,11623.3905,239
3956.1082,11623.3909,238
3956.1072,11623.3912,238
3956.1061,11623.3914,237
3956.105,11623.3915,237
3956.1039,11623.3915,237
3956.1027,11623.3915,236
3956.1016,11623.3916,236
3956.1003,11623.3918,235
3956.0988,11623.3918,235
3956.0972,11623.3919,235
3956.0955,11623.3922,234
3956.0939,11623.3925,234
3956.0921,11623.3927,234
3956.0905,11623.3928,234
3956.089,11623.3929,234
3956.0875,11623.3927,234
3956.0858,11623.3926,233
3956.084,11623.3926,232
3956.0822,11623.3925,232
3956.0803,11623.3924,232
3956.0782,11623.3924,231
3956.0761,11623.3923,231
3956.0741,11623.3924,231
3956.0721,11623.3927,231
3956.0701,11623.393,231
3956.0683,11623.3933,231
3956.0663,11623.3934,231
3956.0643,11623.3933,231
3956.0621,11623.3933,232
3956.0599,11623.3933,232
3956.0579,11623.3934,232
3956.0559,11623.3936,232
3956.0539,11623.3937,232
3956.0518,11623.3937,232
3956.0497,11623.3938,232
3956.0479,11623.394,232
3956.0461,11623.3944,232
3956.0441,11623.3947,233
3956.042,11623.395,234
3956.0399,11623.3953,235
3956.0378,11623.3953,235
3956.0357,11623.3953,235
3956.0338,11623.3951,236
3956.0318,11623.3952,236
3956.03,11623.3951,236
3956.0282,11623.3951,236
3956.0265,11623.3951,236
3956.0248,11623.3952,237
3956.0236,11623.3953,237
3956.0223,11623.3953,237
3956.0211,11623.3954,237
3956.0198,11623.3957,237
3956.0185,11623.396,237
3956.0172,11623.3963,237
3956.0158,11623.3962,237
3956.014,11623.3962,238
3956.0123,11623.3961,237
3956.0104,11623.3961,237
3956.0085,11623.3961,236
3956.0065,11623.3962,236
3956.0045,11623.3964,237
3956.0025,11623.3965,238
3956.0004,11623.3967,239
3955.9984,11623.3971,242
3955.9963,11623.3973,243
3955.9942,11623.3975,245
3955.9921,11623.3977,250
3955.99,11623.3978,251
3955.9879,11623.3973,250
3955.9859,11623.3965,249
3955.9836,11623.3961,248
3955.9814,11623.3961,247
3955.9793,11623.3959,247
3955.9772,11623.3957,247
3955.9753,11623.3954,246
3955.9735,11623.3952,246
3955.9716,11623.3952,246
3955.9695,11623.3953,246
3955.9676,11623.3953,247
3955.9657,11623.3952,247
3955.9637,11623.3952,246
3955.9618,11623.3953,246
3955.9599,11623.3953,246
3955.958,11623.3954,247
3955.9561,11623.3955,247
3955.9542,11623.3957,246
3955.9524,11623.3958,247
3955.9507,11623.3959,248
3955.9489,11623.3959,248
3955.947,11623.3961,248
3955.9453,11623.3964,247
3955.9436,11623.3968,246
3955.9419,11623.397,245
3955.9404,11623.3969,244
3955.9387,11623.3967,244
3955.9374,11623.3965,243
3955.9364,11623.396,243
3955.9356,11623.3951,242
3955.9348,11623.394,242
3955.9341,11623.3928,242
3955.9335,11623.3915,242
3955.9329,11623.3901,241
3955.9327,11623.3884,241
3955.9327,11623.3865,240
3955.9327,11623.3845,240
3955.9327,11623.3824,240
3955.9328,11623.3802,240
3955.933,11623.3779,240
3955.9331,11623.3756,240
3955.9332,11623.3733,240
3955.9333,11623.3711,239
3955.9335,11623.3688,239
3955.9336,11623.3666,239
3955.9336,11623.3644,239
3955.9337,11623.3622,238
3955.9339,11623.3601,238
3955.9341,11623.3579,238
3955.9341,11623.3559,238
3955.9342,11623.354,238
3955.9341,11623.3521,238
3955.9341,11623.3502,238
3955.9341,11623.3484,238
3955.9341,11623.3467,238
3955.9341,11623.345,238
3955.934,11623.3433,238
3955.9338,11623.3415,238
3955.9336,11623.3395,238
3955.9334,11623.3375,238
3955.9331,11623.3354,237
3955.9327,11623.3334,237
3955.9322,11623.3316,237
3955.9319,11623.3298,237
3955.9318,11623.3279,236
3955.9318,11623.3258,236
3955.9318,11623.3236,236
3955.9317,11623.3214,236
3955.9316,11623.3192,236
3955.9315,11623.3169,236
3955.9315,11623.3146,235
3955.9315,11623.3123,236
3955.9314,11623.3099,236
3955.9312,11623.3074,236
3955.9312,11623.305,235
3955.9311,11623.3026,235
3955.931,11623.3002,235
3955.9311,11623.2978,236
3955.931,11623.2953,236
3955.9311,11623.2929,236
3955.9313,11623.2904,236
3955.9315,11623.288,236
3955.9317,11623.2856,236
3955.9318,11623.2831,235
3955.9318,11623.2805,235
3955.932,11623.2779,235
3955.9322,11623.2753,235
3955.9323,11623.2727,235
3955.9324,11623.2701,234
3955.9324,11623.2675,234
3955.9324,11623.2649,234
3955.9324,11623.2623,234
3955.9323,11623.2598,234
3955.9322,11623.2573,233
3955.9321,11623.2548,233
3955.9322,11623.2523,233
3955.9322,11623.2498,233
3955.9322,11623.2473,233
3955.9322,11623.2448,233
3955.9322,11623.2423,233
3955.9322,11623.2398,233
3955.9321,11623.2373,233
3955.9321,11623.235,233
3955.932,11623.2331,234
3955.9319,11623.2316,234
3955.932,11623.23,235
3955.932,11623.2284,235
3955.9321,11623.2267,235
3955.9323,11623.2252,236
3955.9325,11623.2236,236
3955.9326,11623.2221,237
3955.9328,11623.2204,236
3955.9329,11623.2188,237
3955.9327,11623.2171,237
3955.9326,11623.2156,237
3955.9326,11623.2142,237
3955.9328,11623.2126,236
3955.9328,11623.2109,236
3955.9326,11623.2091,236
3955.9323,11623.2072,236
3955.932,11623.2051,235
3955.9319,11623.203,235
3955.9317,11623.2009,235
3955.9317,11623.1987,235
3955.9319,11623.1966,236
3955.9321,11623.1944,237
3955.9323,11623.1923,237
3955.9324,11623.1901,237
3955.9323,11623.1878,236
3955.9323,11623.1856,236
3955.9323,11623.1833,236
3955.9324,11623.1809,236
3955.9325,11623.1785,235
3955.9324,11623.1761,235
3955.9324,11623.1736,235
3955.9323,11623.1712,234
3955.9323,11623.1689,234
3955.9322,11623.1666,234
3955.9322,11623.1643,233
3955.9321,11623.162,233
3955.9319,11623.1597,233
3955.9316,11623.1574,234
3955.9313,11623.1552,234
3955.9311,11623.1529,234
3955.931,11623.1506,234
3955.9309,11623.1483,234
3955.9309,11623.146,234
3955.931,11623.1437,234
3955.9311,11623.1414,234
3955.9312,11623.139,234
3955.9312,11623.1367,233
3955.9313,11623.1344,233
3955.9313,11623.1321,233
3955.9312,11623.1301,233
3955.931,11623.1284,233
3955.9308,11623.1269,232
3955.9307,11623.1255,232
3955.9308,11623.1241,232
3955.931,11623.1228,232
3955.9311,11623.1216,232
3955.9312,11623.1202,231
3955.931,11623.1187,231
3955.9306,11623.1171,231
3955.9303,11623.1152,231
3955.93,11623.1132,231
3955.9299,11623.1109,231
3955.9299,11623.1086,231
3955.9299,11623.1062,232
3955.9299,11623.1038,232
3955.9298,11623.1013,232
3955.9297,11623.0987,232
3955.9296,11623.0961,232
3955.9295,11623.0934,232
3955.9295,11623.0906,231
3955.9294,11623.0878,231
3955.9294,11623.085,231
3955.9294,11623.0823,231
3955.9293,11623.0796,231
3955.9291,11623.0771,231
3955.9289,11623.0746,231
3955.9288,11623.0722,231
3955.9286,11623.0699,231
3955.9284,11623.0673,231
3955.9282,11623.0647,231
3955.928,11623.062,231
3955.9278,11623.0592,231
3955.9276,11623.0562,231
3955.9275,11623.0533,231
3955.9273,11623.0503,232
3955.9271,11623.0473,232
3955.9273,11623.0443,232
3955.9278,11623.0417,232
3955.9281,11623.0393,233
3955.9284,11623.0371,233
3955.9284,11623.0355,233
3955.9283,11623.0342,233
3955.9281,11623.033,234
3955.9281,11623.032,236
3955.928,11623.0315,238
3955.9279,11623.0314,239
3955.9279,11623.0313,240
